neighbourhood_group,room_type,price,availability_365
Brooklyn,Private room,50,333
Brooklyn,Private room,35,0
Brooklyn,Private room,60,0
Manhattan,Entire home_apt,245,326
Manhattan,Entire home_apt,300,0
Brooklyn,Private room,90,56
Manhattan,Private room,295,338
Manhattan,Entire home_apt,200,0
Brooklyn,Entire home_apt,95,0
Queens,Private room,45,134
Brooklyn,Private room,25,0
Brooklyn,Private room,35,35
Brooklyn,Private room,50,12
Manhattan,Entire home_apt,150,1
Brooklyn,Shared room,30,224
Queens,Entire home_apt,150,248
Manhattan,Private room,65,4
Manhattan,Private room,130,177
Queens,Shared room,55,83
Manhattan,Entire home_apt,110,4
Brooklyn,Private room,40,0
Manhattan,Entire home_apt,175,0
Brooklyn,Entire home_apt,125,82
Manhattan,Entire home_apt,215,0
Manhattan,Entire home_apt,150,0
Manhattan,Private room,199,334
Brooklyn,Private room,45,14
Manhattan,Private room,220,89
Manhattan,Private room,199,356
Brooklyn,Private room,90,79
Manhattan,Private room,199,354
Manhattan,Private room,199,347
Manhattan,Private room,179,364
Brooklyn,Private room,60,0
Manhattan,Private room,179,364
Manhattan,Private room,179,363
Manhattan,Private room,179,361
Brooklyn,Private room,70,0
Brooklyn,Private room,27,333
Queens,Private room,49,251
Manhattan,Entire home_apt,200,0
Queens,Private room,55,87
Manhattan,Private room,55,342
Brooklyn,Entire home_apt,190,0
Manhattan,Entire home_apt,300,270
Brooklyn,Entire home_apt,125,342
Brooklyn,Entire home_apt,295,46
Brooklyn,Entire home_apt,125,347
Manhattan,Private room,47,0
Manhattan,Private room,95,0
Queens,Private room,63,251
Brooklyn,Entire home_apt,125,347
Queens,Entire home_apt,225,314
Brooklyn,Entire home_apt,300,311
Brooklyn,Private room,40,0
Manhattan,Entire home_apt,149,0
Brooklyn,Private room,90,0
Brooklyn,Entire home_apt,160,269
Manhattan,Private room,207,82
Manhattan,Entire home_apt,805,168
Brooklyn,Private room,42,311
Brooklyn,Private room,63,187
Brooklyn,Private room,42,332
Brooklyn,Private room,42,282
Manhattan,Private room,115,33
Queens,Private room,28,0
Manhattan,Entire home_apt,275,253
Brooklyn,Entire home_apt,195,1
Brooklyn,Private room,280,90
Manhattan,Private room,100,0
Brooklyn,Private room,35,312
Brooklyn,Entire home_apt,180,0
Brooklyn,Private room,42,346
Queens,Entire home_apt,150,336
Brooklyn,Private room,42,358
Brooklyn,Private room,42,358
Brooklyn,Private room,65,0
Brooklyn,Private room,42,358
Queens,Private room,27,0
Brooklyn,Private room,42,326
Brooklyn,Private room,42,342
Brooklyn,Private room,42,312
Brooklyn,Private room,230,35
Brooklyn,Private room,42,343
Brooklyn,Private room,42,331
Manhattan,Private room,60,253
Manhattan,Entire home_apt,3000,311
Queens,Entire home_apt,90,0
Brooklyn,Entire home_apt,75,24
Manhattan,Entire home_apt,120,0
Brooklyn,Entire home_apt,75,0
Manhattan,Private room,110,12
Manhattan,Entire home_apt,189,200
Brooklyn,Shared room,725,0
Brooklyn,Private room,55,160
Manhattan,Entire home_apt,350,219
Brooklyn,Private room,35,8
Queens,Entire home_apt,149,305
Brooklyn,Private room,55,15
Manhattan,Private room,50,0
Brooklyn,Shared room,30,192
Staten Island,Private room,65,362
Bronx,Private room,99,90
Queens,Private room,29,0
Brooklyn,Private room,30,0
Manhattan,Shared room,90,5
Manhattan,Private room,50,0
Manhattan,Entire home_apt,175,38
Manhattan,Private room,79,3
Queens,Entire home_apt,190,0
Manhattan,Shared room,34,4
Manhattan,Entire home_apt,443,293
Brooklyn,Entire home_apt,150,1
Queens,Entire home_apt,75,0
Manhattan,Entire home_apt,299,271
Manhattan,Entire home_apt,112,16
Brooklyn,Entire home_apt,125,122
Manhattan,Private room,350,3
Brooklyn,Entire home_apt,392,337
Brooklyn,Entire home_apt,150,175
Manhattan,Entire home_apt,800,0
Manhattan,Entire home_apt,145,0
Brooklyn,Private room,55,79
Queens,Entire home_apt,80,0
Manhattan,Private room,50,149
Manhattan,Entire home_apt,195,0
Manhattan,Entire home_apt,115,315
Brooklyn,Private room,72,0
Brooklyn,Entire home_apt,180,0
Manhattan,Entire home_apt,264,2
Brooklyn,Entire home_apt,150,0
Brooklyn,Private room,55,69
Manhattan,Entire home_apt,101,0
Brooklyn,Private room,70,5
Brooklyn,Entire home_apt,185,281
Brooklyn,Entire home_apt,125,0
Manhattan,Private room,100,0
Manhattan,Private room,699,365
Brooklyn,Private room,35,45
Brooklyn,Entire home_apt,150,0
Queens,Private room,50,189
Brooklyn,Entire home_apt,250,5
Manhattan,Entire home_apt,261,143
Queens,Private room,100,41
Manhattan,Private room,98,0
Manhattan,Private room,52,54
Manhattan,Private room,100,56
Brooklyn,Private room,50,7
Brooklyn,Entire home_apt,90,0
Queens,Entire home_apt,129,280
Brooklyn,Private room,75,170
Queens,Entire home_apt,99,0
Brooklyn,Private room,72,0
Queens,Private room,109,0
Brooklyn,Private room,45,0
Manhattan,Private room,100,43
Manhattan,Entire home_apt,275,252
Brooklyn,Private room,43,365
Queens,Private room,29,35
Brooklyn,Entire home_apt,125,360
Manhattan,Private room,69,0
Manhattan,Entire home_apt,215,365
Brooklyn,Private room,75,0
Queens,Private room,42,63
Brooklyn,Private room,43,236
Brooklyn,Entire home_apt,72,0
Brooklyn,Shared room,19,339
Brooklyn,Entire home_apt,125,60
Brooklyn,Private room,90,176
Brooklyn,Entire home_apt,243,107
Queens,Entire home_apt,180,0
Brooklyn,Private room,65,0
Manhattan,Entire home_apt,175,274
Brooklyn,Private room,70,15
Manhattan,Entire home_apt,200,0
Brooklyn,Entire home_apt,65,281
Manhattan,Entire home_apt,155,363
Manhattan,Entire home_apt,365,145
Brooklyn,Private room,49,362
Manhattan,Entire home_apt,100,80
Manhattan,Private room,97,0
Queens,Private room,35,321
Manhattan,Entire home_apt,275,36
Brooklyn,Entire home_apt,95,85
Manhattan,Entire home_apt,595,55
Brooklyn,Private room,55,0
Manhattan,Entire home_apt,101,0
Manhattan,Entire home_apt,180,0
Queens,Private room,99,5
Manhattan,Private room,65,0
Manhattan,Entire home_apt,265,330
Queens,Private room,120,66
Brooklyn,Private room,95,350
Manhattan,Entire home_apt,215,327
Manhattan,Entire home_apt,300,0
Manhattan,Private room,105,8
Brooklyn,Entire home_apt,200,0
Brooklyn,Entire home_apt,100,286
Brooklyn,Entire home_apt,165,213
Brooklyn,Entire home_apt,120,62
Manhattan,Entire home_apt,125,0
Brooklyn,Entire home_apt,200,0
Manhattan,Private room,45,90
Manhattan,Entire home_apt,260,28
Queens,Private room,40,20
Brooklyn,Entire home_apt,120,0
Brooklyn,Private room,70,0
Manhattan,Entire home_apt,295,129
Queens,Private room,32,38
Brooklyn,Private room,45,100
Brooklyn,Entire home_apt,119,0
Brooklyn,Private room,55,89
Manhattan,Private room,40,245
Manhattan,Entire home_apt,800,0
Brooklyn,Private room,40,349
Queens,Private room,57,238
Brooklyn,Entire home_apt,180,0
Queens,Private room,75,36
Manhattan,Entire home_apt,130,0
Manhattan,Entire home_apt,200,188
Manhattan,Entire home_apt,150,286
Brooklyn,Entire home_apt,70,17
Manhattan,Entire home_apt,359,175
Manhattan,Entire home_apt,100,3
Manhattan,Entire home_apt,95,0
Manhattan,Private room,40,19
Brooklyn,Private room,40,269
Brooklyn,Private room,38,95
Manhattan,Private room,40,49
Manhattan,Entire home_apt,170,0
Brooklyn,Private room,45,0
Queens,Private room,51,246
Brooklyn,Entire home_apt,90,141
Manhattan,Private room,50,0
Bronx,Private room,85,341
Brooklyn,Private room,150,0
Manhattan,Entire home_apt,284,328
Manhattan,Entire home_apt,185,14
Brooklyn,Entire home_apt,166,365
Manhattan,Private room,31,111
Manhattan,Entire home_apt,150,163
Manhattan,Entire home_apt,398,328
Brooklyn,Entire home_apt,185,0
Brooklyn,Entire home_apt,200,0
Manhattan,Entire home_apt,300,0
Manhattan,Entire home_apt,189,74
Bronx,Private room,25,0
Brooklyn,Private room,55,7
Manhattan,Entire home_apt,200,338
Brooklyn,Entire home_apt,52,88
Manhattan,Entire home_apt,250,0
Brooklyn,Entire home_apt,400,363
Manhattan,Entire home_apt,102,0
Queens,Private room,80,179
Manhattan,Entire home_apt,390,15
Brooklyn,Entire home_apt,450,352
Brooklyn,Private room,199,180
Manhattan,Private room,110,0
Brooklyn,Entire home_apt,90,314
Brooklyn,Entire home_apt,550,20
Brooklyn,Entire home_apt,111,0
Queens,Private room,60,0
Brooklyn,Private room,295,90
Queens,Private room,91,341
Manhattan,Entire home_apt,54,0
Manhattan,Entire home_apt,55,0
Manhattan,Private room,110,0
Manhattan,Private room,75,87
Brooklyn,Entire home_apt,325,342
Manhattan,Private room,135,330
Brooklyn,Entire home_apt,79,19
Manhattan,Private room,179,175
Brooklyn,Private room,80,2
Queens,Private room,80,169
Manhattan,Entire home_apt,175,0
Brooklyn,Entire home_apt,211,90
Manhattan,Entire home_apt,133,0
Queens,Entire home_apt,200,0
Brooklyn,Private room,1350,365
Brooklyn,Entire home_apt,70,0
Queens,Private room,75,81
Manhattan,Entire home_apt,250,0
Brooklyn,Entire home_apt,150,93
Brooklyn,Entire home_apt,175,0
Manhattan,Entire home_apt,240,0
Manhattan,Private room,43,0
Brooklyn,Private room,99,0
Brooklyn,Private room,50,25
Brooklyn,Private room,37,0
Brooklyn,Private room,41,186
Brooklyn,Entire home_apt,125,243
Brooklyn,Shared room,29,221
Brooklyn,Entire home_apt,250,0
Brooklyn,Entire home_apt,115,11
Manhattan,Private room,550,145
Brooklyn,Entire home_apt,392,318
Manhattan,Private room,125,52
Manhattan,Entire home_apt,950,90
Brooklyn,Entire home_apt,360,21
Brooklyn,Private room,50,0
Manhattan,Entire home_apt,175,2
Brooklyn,Private room,45,354
Manhattan,Entire home_apt,90,0
Manhattan,Private room,95,33
Brooklyn,Private room,50,189
Manhattan,Entire home_apt,150,5
Brooklyn,Private room,100,0
Brooklyn,Private room,59,343
Brooklyn,Private room,60,330
Brooklyn,Private room,48,189
Manhattan,Entire home_apt,150,0
Manhattan,Entire home_apt,287,218
Brooklyn,Private room,48,364
Brooklyn,Private room,65,95
Brooklyn,Entire home_apt,69,57
Brooklyn,Private room,70,0
Brooklyn,Private room,120,89
Brooklyn,Private room,90,1
Brooklyn,Private room,40,354
Queens,Private room,60,356
Brooklyn,Private room,45,324
Brooklyn,Entire home_apt,150,8
Brooklyn,Entire home_apt,150,29
Brooklyn,Private room,48,341
Brooklyn,Entire home_apt,125,129
Queens,Entire home_apt,200,0
Manhattan,Entire home_apt,99,0
Manhattan,Private room,94,76
Queens,Private room,55,44
Manhattan,Entire home_apt,205,157
Brooklyn,Entire home_apt,520,24
Brooklyn,Entire home_apt,70,0
Manhattan,Entire home_apt,128,142
Manhattan,Private room,138,0
Brooklyn,Private room,55,0
Queens,Shared room,49,90
Queens,Entire home_apt,135,36
Brooklyn,Entire home_apt,280,0
Manhattan,Entire home_apt,110,280
Brooklyn,Private room,40,325
Manhattan,Entire home_apt,500,0
Queens,Private room,65,0
Brooklyn,Private room,79,359
Brooklyn,Entire home_apt,150,177
Queens,Private room,60,365
Brooklyn,Entire home_apt,400,219
Manhattan,Entire home_apt,195,13
Brooklyn,Private room,45,199
Brooklyn,Private room,40,0
Brooklyn,Private room,45,331
Manhattan,Entire home_apt,240,156
Manhattan,Entire home_apt,199,320
Brooklyn,Private room,35,269
Brooklyn,Private room,57,90
Manhattan,Private room,31,0
Brooklyn,Private room,65,222
Brooklyn,Private room,36,213
Manhattan,Private room,150,0
Brooklyn,Entire home_apt,120,0
Manhattan,Private room,150,20
Manhattan,Private room,90,0
Manhattan,Entire home_apt,250,0
Brooklyn,Private room,55,45
Brooklyn,Private room,56,0
Brooklyn,Entire home_apt,250,342
Brooklyn,Private room,43,58
Brooklyn,Entire home_apt,80,3
Manhattan,Entire home_apt,200,90
Brooklyn,Private room,90,63
Brooklyn,Private room,100,89
Manhattan,Private room,52,5
Manhattan,Entire home_apt,182,41
Brooklyn,Private room,50,220
Brooklyn,Private room,35,69
Manhattan,Private room,175,0
Brooklyn,Entire home_apt,349,349
Queens,Entire home_apt,125,21
Manhattan,Private room,100,89
Brooklyn,Entire home_apt,231,335
Manhattan,Private room,69,98
Brooklyn,Entire home_apt,200,219
Manhattan,Entire home_apt,135,2
Manhattan,Entire home_apt,3200,365
Brooklyn,Entire home_apt,120,157
Brooklyn,Private room,40,15
Brooklyn,Entire home_apt,125,96
Manhattan,Entire home_apt,199,228
Brooklyn,Private room,37,45
Queens,Private room,80,138
Brooklyn,Private room,25,211
Brooklyn,Private room,55,4
Manhattan,Entire home_apt,250,315
Brooklyn,Private room,55,42
Manhattan,Private room,160,180
Manhattan,Private room,95,178
Bronx,Entire home_apt,40,107
Brooklyn,Private room,55,53
Brooklyn,Entire home_apt,145,4
Brooklyn,Entire home_apt,190,128
Queens,Private room,80,163
Brooklyn,Private room,55,53
Queens,Private room,80,137
Manhattan,Private room,160,64
Manhattan,Private room,75,2
Manhattan,Private room,80,0
Manhattan,Entire home_apt,250,60
Manhattan,Private room,85,344
Manhattan,Private room,120,0
Manhattan,Private room,60,125
Bronx,Private room,45,36
Queens,Private room,36,234
Queens,Entire home_apt,145,311
Manhattan,Private room,55,359
Manhattan,Entire home_apt,220,332
Brooklyn,Entire home_apt,312,349
Manhattan,Entire home_apt,118,326
Manhattan,Entire home_apt,220,342
Queens,Private room,49,0
Manhattan,Entire home_apt,220,336
Brooklyn,Private room,90,11
Brooklyn,Private room,50,48
Manhattan,Private room,100,0
Manhattan,Entire home_apt,293,292
Manhattan,Entire home_apt,293,280
Manhattan,Entire home_apt,190,331
Brooklyn,Entire home_apt,150,15
Brooklyn,Private room,50,0
Manhattan,Entire home_apt,500,18
Manhattan,Private room,45,7
Brooklyn,Entire home_apt,150,4
Brooklyn,Entire home_apt,200,31
Brooklyn,Private room,59,0
Brooklyn,Entire home_apt,100,219
Manhattan,Private room,125,38
Brooklyn,Entire home_apt,150,48
Brooklyn,Private room,55,58
Manhattan,Entire home_apt,240,0
Brooklyn,Entire home_apt,140,5
Manhattan,Entire home_apt,250,0
Brooklyn,Entire home_apt,199,365
Brooklyn,Entire home_apt,150,0
Brooklyn,Private room,80,0
Brooklyn,Private room,35,43
Manhattan,Entire home_apt,299,207
Brooklyn,Entire home_apt,85,19
Manhattan,Entire home_apt,152,0
Manhattan,Private room,209,84
Brooklyn,Entire home_apt,100,0
Manhattan,Shared room,45,96
Manhattan,Private room,96,31
Brooklyn,Entire home_apt,100,0
Queens,Private room,51,83
Manhattan,Entire home_apt,300,17
Manhattan,Entire home_apt,120,0
Queens,Private room,85,60
Queens,Entire home_apt,65,78
Manhattan,Entire home_apt,165,31
Brooklyn,Entire home_apt,200,321
Brooklyn,Private room,60,220
Manhattan,Entire home_apt,345,227
Manhattan,Private room,175,250
Queens,Shared room,34,51
Manhattan,Entire home_apt,175,0
Manhattan,Private room,79,0
Queens,Entire home_apt,95,101
Brooklyn,Entire home_apt,80,8
Brooklyn,Shared room,70,135
Manhattan,Entire home_apt,240,338
Brooklyn,Entire home_apt,100,7
Brooklyn,Entire home_apt,100,0
Manhattan,Entire home_apt,120,0
Brooklyn,Entire home_apt,200,30
Manhattan,Private room,165,88
Manhattan,Entire home_apt,172,0
Queens,Private room,68,0
Brooklyn,Private room,75,101
Queens,Private room,55,188
Brooklyn,Private room,50,0
Brooklyn,Entire home_apt,125,95
Brooklyn,Entire home_apt,160,6
Queens,Private room,60,0
Manhattan,Private room,65,86
Brooklyn,Private room,75,0
Queens,Private room,61,230
Brooklyn,Entire home_apt,150,12
Manhattan,Private room,125,23
Queens,Entire home_apt,99,289
Brooklyn,Private room,200,365
Brooklyn,Private room,75,0
Queens,Private room,70,89
Manhattan,Private room,55,2
Brooklyn,Private room,49,90
Manhattan,Private room,90,0
Brooklyn,Private room,65,146
Manhattan,Private room,90,173
Manhattan,Entire home_apt,500,173
Brooklyn,Entire home_apt,180,90
Brooklyn,Entire home_apt,99,50
Queens,Entire home_apt,100,294
Brooklyn,Entire home_apt,140,35
Manhattan,Private room,49,0
Manhattan,Entire home_apt,150,0
Manhattan,Entire home_apt,285,241
Queens,Entire home_apt,150,0
Manhattan,Private room,89,285
Manhattan,Private room,75,0
Brooklyn,Entire home_apt,75,0
Brooklyn,Entire home_apt,99,0
Manhattan,Entire home_apt,165,163
Manhattan,Private room,65,363
Manhattan,Private room,133,87
Manhattan,Private room,130,81
Manhattan,Private room,172,85
Brooklyn,Private room,40,18
Manhattan,Entire home_apt,100,52
Brooklyn,Private room,80,219
Manhattan,Entire home_apt,180,0
Brooklyn,Entire home_apt,93,0
Brooklyn,Entire home_apt,100,0
Queens,Entire home_apt,299,78
Bronx,Entire home_apt,69,92
Brooklyn,Entire home_apt,110,294
Brooklyn,Entire home_apt,120,8
Brooklyn,Entire home_apt,120,1
Manhattan,Entire home_apt,250,364
Brooklyn,Entire home_apt,130,6
Manhattan,Private room,43,50
Queens,Entire home_apt,179,116
Brooklyn,Entire home_apt,90,50
Brooklyn,Private room,500,0
Queens,Private room,60,2
Queens,Entire home_apt,95,0
Brooklyn,Entire home_apt,110,90
Manhattan,Entire home_apt,220,0
Brooklyn,Private room,120,179
Queens,Private room,33,244
Manhattan,Private room,70,146
Manhattan,Entire home_apt,228,78
Manhattan,Entire home_apt,150,71
Manhattan,Entire home_apt,154,12
Brooklyn,Entire home_apt,179,0
Queens,Entire home_apt,283,303
Brooklyn,Private room,45,150
Manhattan,Entire home_apt,575,364
Brooklyn,Private room,69,329
Manhattan,Private room,200,0
Queens,Private room,29,241
Queens,Private room,39,0
Queens,Private room,54,0
Manhattan,Entire home_apt,155,365
Queens,Private room,41,124
Manhattan,Entire home_apt,150,332
Manhattan,Entire home_apt,150,364
Brooklyn,Private room,54,0
Queens,Private room,62,365
Manhattan,Private room,180,0
Brooklyn,Entire home_apt,145,12
Manhattan,Entire home_apt,200,88
Brooklyn,Entire home_apt,110,243
Brooklyn,Private room,45,220
Manhattan,Entire home_apt,225,108
Manhattan,Entire home_apt,200,24
Brooklyn,Private room,70,41
Manhattan,Entire home_apt,150,3
Manhattan,Private room,95,180
Manhattan,Private room,80,0
Queens,Shared room,100,89
Brooklyn,Private room,70,365
Brooklyn,Private room,70,4
Brooklyn,Entire home_apt,250,251
Brooklyn,Private room,55,173
Brooklyn,Entire home_apt,150,244
Manhattan,Entire home_apt,600,365
Brooklyn,Private room,55,163
Brooklyn,Private room,55,173
Manhattan,Entire home_apt,232,350
Brooklyn,Private room,35,89
Manhattan,Entire home_apt,350,286
Manhattan,Entire home_apt,195,239
Brooklyn,Private room,89,16
Manhattan,Private room,59,0
Brooklyn,Private room,42,0
Brooklyn,Entire home_apt,60,0
Brooklyn,Private room,48,34
Manhattan,Entire home_apt,500,87
Manhattan,Entire home_apt,149,0
Brooklyn,Private room,49,294
Brooklyn,Private room,77,364
Queens,Shared room,35,0
Queens,Private room,40,1
Brooklyn,Entire home_apt,225,88
Brooklyn,Private room,49,360
Manhattan,Private room,600,2
Queens,Entire home_apt,120,66
Manhattan,Private room,600,2
Brooklyn,Private room,200,351
Manhattan,Private room,115,0
Manhattan,Private room,70,0
Brooklyn,Entire home_apt,190,2
Brooklyn,Entire home_apt,62,54
Brooklyn,Private room,160,363
Manhattan,Entire home_apt,175,364
Brooklyn,Private room,30,0
Brooklyn,Private room,35,5
Brooklyn,Private room,37,10
Manhattan,Private room,79,7
Queens,Private room,40,0
Manhattan,Private room,159,0
Brooklyn,Private room,100,240
Manhattan,Private room,199,0
Manhattan,Entire home_apt,550,126
Queens,Private room,55,30
Queens,Private room,40,247
Manhattan,Entire home_apt,155,0
Manhattan,Entire home_apt,200,0
Manhattan,Private room,150,19
Manhattan,Entire home_apt,190,158
Brooklyn,Private room,46,28
Manhattan,Entire home_apt,215,271
Brooklyn,Entire home_apt,140,66
Queens,Private room,35,7
Brooklyn,Entire home_apt,89,132
Brooklyn,Private room,48,342
Manhattan,Entire home_apt,239,345
Manhattan,Entire home_apt,90,17
Manhattan,Entire home_apt,350,127
Brooklyn,Private room,48,322
Manhattan,Entire home_apt,99,324
Manhattan,Entire home_apt,350,81
Brooklyn,Entire home_apt,599,110
Brooklyn,Entire home_apt,89,295
Manhattan,Entire home_apt,180,311
Brooklyn,Entire home_apt,189,364
Manhattan,Entire home_apt,129,22
Brooklyn,Private room,48,220
Brooklyn,Private room,48,340
Queens,Private room,40,8
Brooklyn,Private room,48,341
Manhattan,Entire home_apt,220,286
Brooklyn,Entire home_apt,120,0
Brooklyn,Private room,48,311
Manhattan,Entire home_apt,150,281
Manhattan,Private room,99,358
Brooklyn,Private room,72,0
Brooklyn,Entire home_apt,100,0
Brooklyn,Entire home_apt,100,173
Queens,Private room,200,365
Queens,Private room,80,365
Brooklyn,Entire home_apt,135,189
Brooklyn,Private room,50,311
Brooklyn,Entire home_apt,100,326
Manhattan,Private room,138,0
Brooklyn,Entire home_apt,150,299
Manhattan,Private room,75,120
Manhattan,Entire home_apt,116,0
Brooklyn,Private room,60,0
Brooklyn,Private room,70,81
Manhattan,Entire home_apt,125,24
Manhattan,Private room,90,40
Queens,Private room,28,63
Manhattan,Entire home_apt,200,78
Manhattan,Private room,90,23
Manhattan,Entire home_apt,350,95
Brooklyn,Shared room,75,123
Manhattan,Private room,65,0
Brooklyn,Private room,72,0
Manhattan,Private room,120,31
Manhattan,Entire home_apt,180,5
Queens,Private room,100,343
Manhattan,Entire home_apt,250,0
Brooklyn,Entire home_apt,160,110
Brooklyn,Private room,40,305
Brooklyn,Entire home_apt,300,7
Queens,Private room,66,131
Manhattan,Private room,65,0
Manhattan,Entire home_apt,160,80
Queens,Private room,38,6
Manhattan,Entire home_apt,185,0
Manhattan,Entire home_apt,200,235
Manhattan,Entire home_apt,199,50
Brooklyn,Entire home_apt,175,34
Queens,Private room,60,331
Manhattan,Private room,159,189
Manhattan,Entire home_apt,250,0
Manhattan,Entire home_apt,250,364
Manhattan,Entire home_apt,432,325
Queens,Entire home_apt,66,186
Manhattan,Private room,80,29
Brooklyn,Entire home_apt,150,6
Brooklyn,Entire home_apt,185,48
Brooklyn,Private room,29,66
Queens,Entire home_apt,75,42
Manhattan,Private room,190,89
Queens,Private room,42,326
Brooklyn,Private room,65,17
Queens,Private room,45,54
Manhattan,Private room,131,0
Queens,Private room,24,244
Manhattan,Private room,89,0
Queens,Entire home_apt,200,0
Brooklyn,Entire home_apt,450,87
Queens,Shared room,40,0
Brooklyn,Private room,45,0
Brooklyn,Private room,70,0
Manhattan,Entire home_apt,225,0
Manhattan,Private room,129,49
Queens,Private room,33,236
Queens,Entire home_apt,122,73
Manhattan,Private room,129,59
Queens,Private room,50,341
Manhattan,Entire home_apt,140,354
Manhattan,Private room,250,179
Manhattan,Entire home_apt,130,365
Manhattan,Private room,180,126
Manhattan,Private room,160,73
Manhattan,Private room,130,114
Manhattan,Entire home_apt,150,345
Queens,Private room,120,0
Manhattan,Entire home_apt,90,209
Manhattan,Private room,85,0
Manhattan,Private room,199,363
Queens,Entire home_apt,199,0
Manhattan,Private room,90,0
Brooklyn,Entire home_apt,444,326
Manhattan,Entire home_apt,399,294
Manhattan,Entire home_apt,349,352
Brooklyn,Entire home_apt,195,44
Manhattan,Entire home_apt,590,358
Manhattan,Private room,70,172
Brooklyn,Entire home_apt,220,31
Brooklyn,Entire home_apt,150,34
Manhattan,Entire home_apt,169,365
Manhattan,Private room,199,365
Brooklyn,Entire home_apt,199,0
Brooklyn,Entire home_apt,120,189
Queens,Private room,40,0
Brooklyn,Private room,120,269
Manhattan,Entire home_apt,350,198
Queens,Entire home_apt,94,329
Manhattan,Entire home_apt,185,128
Manhattan,Entire home_apt,150,0
Manhattan,Entire home_apt,225,68
Manhattan,Private room,120,0
Brooklyn,Entire home_apt,100,5
Brooklyn,Entire home_apt,130,0
Queens,Private room,100,363
Manhattan,Entire home_apt,140,5
Manhattan,Private room,89,26
Queens,Private room,40,156
Manhattan,Entire home_apt,145,163
Manhattan,Entire home_apt,185,295
Brooklyn,Entire home_apt,250,10
Brooklyn,Private room,120,0
Bronx,Private room,99,318
Manhattan,Private room,120,321
Manhattan,Private room,75,11
Brooklyn,Entire home_apt,180,158
Brooklyn,Entire home_apt,250,271
Brooklyn,Private room,30,220
Brooklyn,Entire home_apt,114,68
Queens,Private room,45,0
Queens,Private room,100,179
Manhattan,Entire home_apt,271,60
Bronx,Private room,34,0
Brooklyn,Private room,85,25
Manhattan,Entire home_apt,150,0
Brooklyn,Private room,50,0
Queens,Entire home_apt,75,300
Queens,Private room,70,69
Brooklyn,Private room,60,0
Queens,Private room,37,249
Staten Island,Entire home_apt,135,232
Queens,Private room,340,90
Manhattan,Entire home_apt,300,193
Manhattan,Private room,65,0
Brooklyn,Entire home_apt,300,0
Manhattan,Entire home_apt,180,0
Brooklyn,Private room,40,90
Queens,Entire home_apt,70,178
Manhattan,Private room,80,27
Manhattan,Entire home_apt,160,0
Brooklyn,Private room,45,0
Brooklyn,Entire home_apt,85,0
Manhattan,Private room,80,18
Brooklyn,Entire home_apt,110,189
Manhattan,Entire home_apt,285,44
Queens,Private room,49,111
Brooklyn,Private room,60,20
Manhattan,Entire home_apt,300,0
Brooklyn,Entire home_apt,90,0
Brooklyn,Private room,55,174
Manhattan,Entire home_apt,190,115
Manhattan,Private room,80,133
Queens,Private room,30,0
Manhattan,Entire home_apt,195,239
Staten Island,Entire home_apt,100,296
Brooklyn,Entire home_apt,160,49
Brooklyn,Private room,100,325
Manhattan,Entire home_apt,60,0
Brooklyn,Entire home_apt,150,18
Brooklyn,Private room,65,44
Brooklyn,Private room,50,0
Manhattan,Entire home_apt,150,0
Manhattan,Entire home_apt,450,158
Brooklyn,Entire home_apt,115,0
Brooklyn,Private room,48,59
Manhattan,Entire home_apt,499,297
Manhattan,Entire home_apt,515,0
Manhattan,Entire home_apt,240,304
Brooklyn,Private room,500,89
Brooklyn,Private room,48,58
Manhattan,Private room,80,0
Brooklyn,Private room,109,66
Manhattan,Private room,52,0
Brooklyn,Entire home_apt,139,134
Brooklyn,Private room,30,40
Brooklyn,Entire home_apt,145,118
Brooklyn,Private room,80,32
Manhattan,Entire home_apt,220,0
Manhattan,Private room,180,341
Brooklyn,Private room,70,0
Queens,Entire home_apt,99,329
Brooklyn,Entire home_apt,220,24
Queens,Entire home_apt,61,75
Manhattan,Entire home_apt,180,4
Queens,Private room,45,0
Manhattan,Entire home_apt,140,122
Manhattan,Private room,99,24
Brooklyn,Private room,70,73
Brooklyn,Private room,60,133
Manhattan,Entire home_apt,250,0
Manhattan,Private room,85,357
Manhattan,Entire home_apt,350,275
Brooklyn,Private room,31,0
Queens,Entire home_apt,190,55
Manhattan,Entire home_apt,180,85
Brooklyn,Entire home_apt,60,234
Brooklyn,Private room,38,0
Queens,Entire home_apt,210,0
Queens,Private room,68,133
Manhattan,Entire home_apt,350,23
Manhattan,Entire home_apt,80,0
Brooklyn,Private room,60,0
Brooklyn,Entire home_apt,125,285
Brooklyn,Private room,120,89
Manhattan,Entire home_apt,155,123
Brooklyn,Private room,45,21
Brooklyn,Private room,60,22
Manhattan,Private room,175,0
Queens,Entire home_apt,85,14
Manhattan,Entire home_apt,109,9
Brooklyn,Entire home_apt,98,23
Manhattan,Entire home_apt,400,0
Manhattan,Entire home_apt,125,230
Manhattan,Entire home_apt,750,249
Manhattan,Entire home_apt,160,11
Brooklyn,Entire home_apt,125,81
Queens,Entire home_apt,93,19
Brooklyn,Entire home_apt,275,0
Manhattan,Entire home_apt,375,0
Brooklyn,Entire home_apt,250,173
Manhattan,Entire home_apt,100,99
Brooklyn,Private room,80,0
Manhattan,Entire home_apt,299,155
Manhattan,Private room,100,82
Manhattan,Private room,90,1
Brooklyn,Private room,55,0
Manhattan,Entire home_apt,180,166
